n_estimators,criterion,max_depth,min_samples_split,min_samples_leaf,min_weight_fraction_leaf,max_features,max_leaf_nodes,min_impurity_decrease,bootstrap
550,entropy,20,5,3,8.176757736859619e-05,auto,,0,True
