n_estimators,criterion,max_depth,min_samples_split,min_samples_leaf,min_weight_fraction_leaf,max_features,max_leaf_nodes,min_impurity_decrease,bootstrap
10,entropy,28,9,4,8.548990711822538e-05,auto,None,0,True
