iter	RMSE
166	138.5630815
167	138.5292563
168	138.5158178
169	138.4853838
170	138.4658534
171	138.4283684
172	138.413251
173	138.3841749
174	138.3708218
175	138.3320487
176	138.3153874
177	138.3001369
178	138.2689438
179	138.2350998
180	138.1957415
181	138.1745309
182	138.1538895
183	138.1476438
184	138.1251913
185	138.1005081
186	138.0719723
187	138.0568283
188	138.0381666
189	138.0083557
190	137.9961376
191	137.972831
192	137.9567807
193	137.9243015
194	137.9084222
195	137.8846016
196	137.8701378
197	137.854247
198	137.8423631
199	137.8029137
200	137.7872342
201	137.7699331
202	137.758168
203	137.7336086
204	137.71529
205	137.7001877
206	137.6653444
207	137.6554088
208	137.6426231
209	137.6228121
210	137.5778932
211	137.5512286
212	137.5459354
213	137.5118838
214	137.4838107
215	137.4680099
216	137.4437478
217	137.4213392
218	137.4087715
219	137.3985882
220	137.3853655
221	137.3730444
222	137.3345107
223	137.2921947
224	137.2567652
225	137.2265761
226	137.2173941
227	137.1948669
228	137.1484596
229	137.1386744
230	137.1325022
231	137.1011104
232	137.0907897
233	137.0632195
234	137.0462885
235	137.0345277
236	136.9906434
237	136.9378974
238	136.8961705
239	136.8815739
240	136.8610997
241	136.8190616
242	136.8026274
243	136.7807323
244	136.7377065
245	136.7206931
246	136.6856523
247	136.6798494
248	136.6531306
249	136.6129143
250	136.6003182
251	136.5861348
252	136.5532876
253	136.5359414
254	136.5022988
255	136.4704156
256	136.4389747
257	136.4199635
258	136.3884403
259	136.381992
260	136.3673575
261	136.3477597
262	136.3399514
263	136.3178034
264	136.2916366
265	136.2754544
266	136.2566187
267	136.2246042
268	136.1787814
269	136.1693355
270	136.1581613
271	136.1415296
272	136.123329
273	136.1110261
274	136.0800422
275	136.0548769
276	136.0128323
277	135.9897537
278	135.9548219
279	135.9340041
280	135.9238013
281	135.9173937
282	135.8878046
283	135.8549584
284	135.8272094
285	135.797487
286	135.7799647
287	135.7600205
288	135.7471281
289	135.7288887
290	135.7231653
291	135.7135539
292	135.6997651
293	135.6757126
294	135.6491337
295	135.6397562
296	135.6221409
297	135.5850188
298	135.5647979
299	135.5223006
300	135.4890148
301	135.4722902
302	135.4347658
303	135.3989206
304	135.3697501
305	135.3583562
306	135.3514769
307	135.3396923
308	135.3168382
309	135.3047117
310	135.2975748
311	135.2897295
312	135.2600067
313	135.2396376
314	135.2099904
315	135.1897295
316	135.1654034
317	135.1511478
318	135.1373636
319	135.1107866
320	135.0948727
321	135.0810169
322	135.0439815
323	135.0168282
324	134.9859632
325	134.9591443
326	134.9296342
327	134.9113999
328	134.8921641
329	134.8650623
330	134.8480801
331	134.8348338
332	134.8016247
333	134.7775143
334	134.7651695
335	134.7525534
336	134.73731
337	134.7054748
338	134.6908264
339	134.6678575
340	134.653842
341	134.6422399
342	134.6060737
343	134.5804508
344	134.563577
345	134.5512286
346	134.5248753
347	134.4903436
348	134.4693187
349	134.4529296
350	134.4433216
351	134.4314489
352	134.4034435
353	134.3652342
354	134.3533424
355	134.3452556
356	134.3348664
357	134.289193
358	134.2798178
359	134.2547436
360	134.2381603
361	134.2272595
362	134.2191938
363	134.2102158
364	134.2039939
365	134.1831805
366	134.1571049
367	134.1503265
368	134.1277545
369	134.1060815
370	134.0749484
371	134.0481309
372	134.0318616
373	134.0259097
374	134.0148446
375	133.9828911
376	133.9740446
377	133.9452459
378	133.919367
379	133.9110993
380	133.8943516
381	133.8697291
382	133.8634288
383	133.8249942
384	133.7927279
385	133.7685629
386	133.7581839
387	133.7339322
388	133.727863
389	133.7027356
390	133.6785784
391	133.6694664
392	133.6536941
393	133.6432668
394	133.6341069
395	133.6256299
396	133.6034273
397	133.5927968
398	133.5776968
399	133.5553371
400	133.5504542
401	133.5159489
402	133.5106987
403	133.4998808
404	133.4972756
405	133.4685053
406	133.4430368
407	133.4359672
408	133.4233091
409	133.4009743
410	133.3707324
411	133.354299
412	133.3361677
413	133.3209361
414	133.2884301
415	133.2525651
416	133.2327524
417	133.2055531
418	133.1929479
419	133.1861037
420	133.163341
421	133.1407519
422	133.1290707
423	133.1036094
424	133.0925293
425	133.0772099
426	133.0619368
427	133.042257
428	133.0227072
429	132.9974805
430	132.9854497
431	132.9490938
432	132.9392081
433	132.9253976
434	132.8968276
435	132.8862468
436	132.8616962
437	132.8348279
438	132.8173159
439	132.7998806
440	132.7828026
441	132.7787771
442	132.7715176
443	132.7505887
444	132.7413899
445	132.7239165
446	132.7137171
447	132.710178
448	132.6834936
449	132.6630137
450	132.6529374
451	132.6410016
452	132.6199761
453	132.5822477
454	132.563784
455	132.5491353
456	132.5271786
457	132.5114656
458	132.4882345
459	132.4687814
460	132.4593137
461	132.4420745
462	132.4305988
463	132.41114
464	132.3959785
465	132.3761397
466	132.3692093
467	132.3473431
468	132.3257841
469	132.3075394
470	132.2904208
471	132.2675119
472	132.2481596
473	132.2401137
474	132.2132591
475	132.199826
476	132.1826526
477	132.1694195
478	132.142553
479	132.1285598
480	132.0996248
481	132.0629386
482	132.0522773
483	132.0342862
484	132.0214981
485	132.0081677
486	131.9947245
487	131.9758028
488	131.9632746
489	131.9568399
490	131.9384012
491	131.9323737
492	131.910252
493	131.8802396
494	131.8542558
495	131.8480724
496	131.8405007
497	131.8103646
498	131.8026774
499	131.7839238
500	131.7607457
501	131.7432936
502	131.7353652
503	131.7128299
504	131.6930396
505	131.677841
506	131.6715756
507	131.6558745
508	131.63719
509	131.6142704
510	131.6066111
511	131.596052
512	131.5784359
513	131.5565309
514	131.53838
515	131.52281
516	131.4989904
517	131.4716866
518	131.4673517
519	131.4301483
520	131.4233519
521	131.4016506
522	131.3863035
523	131.3799858
524	131.3611507
525	131.3450134
526	131.3338387
527	131.3266621
528	131.3079146
529	131.2835753
530	131.2750317
531	131.2477461
532	131.2205973
533	131.2154079
534	131.1899395
535	131.1746337
536	131.147562
537	131.1294307
538	131.1053398
539	131.0907386
540	131.063691
541	131.0537497
542	131.0459471
543	131.0204148
544	130.9963637
545	130.9765189
546	130.9540765
547	130.9422375
548	130.9325427
549	130.911639
550	130.8962532
551	130.8864309
552	130.8700381
553	130.8470776
554	130.8261856
555	130.8034491
556	130.7813138
557	130.7763244
558	130.7570271
559	130.7499068
560	130.7351412
561	130.7096478
562	130.6943031
563	130.6686208
564	130.6550366
565	130.6382809
566	130.6248425
567	130.6191918
568	130.6118015
569	130.6044119
570	130.5974783
571	130.5806517
572	130.5525846
573	130.5363649
574	130.5263153
575	130.5108222
576	130.4862153
577	130.4768955
578	130.4578462
579	130.4380613
580	130.4188205
581	130.4062456
582	130.3933082
583	130.3754097
584	130.3522744
585	130.3280901
586	130.3078911
587	130.2993829
588	130.2871618
589	130.2665061
590	130.2613807
591	130.2412522
592	130.2312718
593	130.2235698
594	130.1949244
595	130.1843996
596	130.1680564
597	130.1518706
598	130.1463582
599	130.1392423
600	130.1257834
601	130.1091124
602	130.1025171
603	130.0802904
604	130.0688984
605	130.0546574
606	130.0284773
607	130.0006569
608	129.9903982
609	129.9630105
610	129.9460613
611	129.9349394
612	129.9190919
613	129.9090203
614	129.8969594
615	129.8913593
616	129.8855348
617	129.8556514
618	129.8205412
619	129.8033154
620	129.7828363
621	129.7712633
622	129.7466666
623	129.7420101
624	129.7348186
625	129.7248152
626	129.7062801
627	129.6983038
628	129.6893161
629	129.6816903
630	129.6758895
631	129.6586075
632	129.6345434
633	129.6327484
634	129.618948
635	129.597304
636	129.5867447
637	129.5717715
638	129.5515719
639	129.5454154
640	129.5276783
641	129.5194435
642	129.4934232
643	129.4757481
644	129.442359
645	129.4398084
646	129.4266121
647	129.4151153
648	129.3767942
649	129.3632045
650	129.3505459
651	129.3404017
652	129.3293744
653	129.3209528
654	129.3027183
655	129.272491
656	129.249361
657	129.2177025
658	129.1955859
659	129.1840588
660	129.1696266
661	129.162009
662	129.1381923
663	129.1306777
664	129.1187067
665	129.1127503
666	129.0962573
667	129.0819594
668	129.0752432
669	129.0507755
670	129.0397953
671	129.0197102
672	129.0037389
673	128.9722245
674	128.9587236
675	128.9440286
676	128.9216034
677	128.9033957
678	128.8771669
679	128.865791
680	128.8515548
681	128.8375254
682	128.8197711
683	128.813379
684	128.8081124
685	128.8026527
686	128.7733627
687	128.7555186
688	128.7436319
689	128.7268428
690	128.7192979
691	128.7039673
692	128.6817919
693	128.6759531
694	128.6469854
695	128.6308237
696	128.603705
697	128.5991396
698	128.5722109
699	128.5577913
700	128.5477271
701	128.5288825
702	128.5096543
703	128.4997616
704	128.4896994
705	128.4686584
706	128.4477644
707	128.4372233
708	128.4299767
709	128.4096257
710	128.391941
711	128.3808033
712	128.3740839
713	128.3681958
714	128.3568888
715	128.3489464
716	128.3265581
717	128.3203724
718	128.3060657
719	128.2868301
720	128.2664365
721	128.2453874
722	128.2328868
723	128.2106045
724	128.205611
725	128.2009417
726	128.1793111
727	128.1719754
728	128.1617337
729	128.1385675
730	128.1178427
731	128.1042913
732	128.0806159
733	128.0550491
734	128.0407632
735	128.0361807
736	128.0132111
737	127.9921913
738	127.9668384
739	127.9538552
740	127.9497896
741	127.9392991
742	127.9331314
743	127.915749
744	127.88845
745	127.8756531
746	127.8647529
747	127.8508804
748	127.8250422
749	127.8125243
750	127.7870652
751	127.7735397
752	127.7462302
753	127.7414392
754	127.729936
755	127.7121192
756	127.6932864
757	127.6658455
758	127.6589087
759	127.6525247
760	127.635313
761	127.6274681
762	127.6109622
763	127.6042774
764	127.5951754
765	127.5748178
766	127.5468057
767	127.5394779
768	127.5290855
769	127.5086302
770	127.4924465
771	127.4760784
772	127.4635606
773	127.4503598
774	127.4384243
775	127.4261308
776	127.4086646
777	127.393224
778	127.3660309
779	127.3583844
780	127.3405404
781	127.3306384
782	127.3085258
783	127.2778495
784	127.2715898
785	127.2631561
786	127.2511928
787	127.2340809
788	127.2187083
789	127.2045898
790	127.187399
791	127.1693061
792	127.1630445
793	127.1528349
794	127.1490488
795	127.1384301
796	127.1212466
797	127.1132265
798	127.101578
799	127.0988698
800	127.0816469
801	127.0770571
802	127.0638603
803	127.0534073
804	127.036041
805	127.0328353
806	127.028156
807	127.0197209
808	127.0062564
809	126.9858428
810	126.9755534
811	126.9704716
812	126.9507479
813	126.9451061
814	126.9267503
815	126.9049866
816	126.8800874
817	126.8576022
818	126.8339647
819	126.8115767
820	126.7997843
821	126.7834105
822	126.7723729
823	126.7564179
824	126.7280183
825	126.7040227
826	126.6918105
827	126.6665781
828	126.663369
829	126.651126
830	126.6374934
831	126.6191602
832	126.5974701
833	126.5816883
834	126.5772276
835	126.5625247
836	126.5408667
837	126.5210334
838	126.4985908
839	126.4688674
840	126.4563803
841	126.4412086
842	126.4271308
843	126.4193832
844	126.3966191
845	126.3783085
846	126.3676433
847	126.3489584
848	126.3336418
849	126.3209314
850	126.3131405
851	126.3044102
852	126.2955784
853	126.2835192
854	126.2648063
855	126.252082
856	126.2388656
857	126.2201332
858	126.2087983
859	126.2039955
860	126.1957952
861	126.1810421
862	126.177656
863	126.1695388
864	126.1481258
865	126.1328635
866	126.1210411
867	126.1067282
868	126.0990743
869	126.0799714
870	126.0634833
871	126.0449061
872	126.0296501
873	126.0053297
874	125.9714071
875	125.9625285
876	125.9441532
877	125.9287987
878	125.9094912
879	125.8977772
880	125.8909618
881	125.8845763
882	125.8722419
883	125.8669506
884	125.8624541
885	125.8540342
886	125.8421975
887	125.8275904
888	125.8174477
889	125.8055364
890	125.7878814
891	125.7764454
892	125.7630225
893	125.7462306
894	125.740582
895	125.7364401
896	125.7184683
897	125.7147105
898	125.6943701
899	125.6825033
900	125.6713511
901	125.6626294
902	125.6499788
903	125.644781
904	125.6370408
905	125.6257296
906	125.6135337
907	125.5992983
908	125.593919
909	125.5908242
910	125.5829304
911	125.5710737
912	125.5623184
913	125.5525724
914	125.5423683
915	125.5389019
916	125.5264111
917	125.5168881
918	125.4978446
919	125.4896246
920	125.4802816
921	125.4735809
922	125.4627209
923	125.4597036
924	125.4327035
925	125.4243735
926	125.4098026
927	125.4055221
928	125.4033513
929	125.3779115
930	125.3664368
931	125.3461305
932	125.3381701
933	125.3213979
934	125.3032356
935	125.2957054
936	125.2825555
937	125.2706948
938	125.2597836
939	125.253208
940	125.2478182
941	125.2284795
942	125.2254811
943	125.209965
944	125.1922499
945	125.1786428
946	125.1629846
947	125.1606106
948	125.1409879
949	125.1360915
950	125.1111391
951	125.0885954
952	125.083565
953	125.0710958
954	125.0590073
955	125.0579356
956	125.0541355
957	125.0442045
958	125.0222937
959	125.0172658
960	125.0084048
961	125.0024496
962	124.9789155
963	124.9530166
964	124.9311045
965	124.9246712
966	124.9191969
967	124.9106255
968	124.9016193
969	124.8916463
970	124.8723761
971	124.8517001
972	124.8441676
973	124.8409254
974	124.8340911
975	124.8253978
976	124.808372
977	124.796875
978	124.7901031
979	124.7788253
980	124.7722201
981	124.7595589
982	124.7504177
983	124.7318254
984	124.7131321
985	124.68843
986	124.6770665
987	124.6518044
988	124.641793
989	124.6182408
990	124.603731
991	124.5897453
992	124.5792387
993	124.5750949
994	124.5607396
995	124.5555593
996	124.5524617
997	124.5304299
998	124.5138947
999	124.5089588
