iter	Passed	Remaining
175	372	1744
176	374	1739
177	375	1733
178	376	1728
179	378	1722
180	379	1716
181	380	1711
182	382	1705
183	383	1699
184	384	1693
185	385	1688
186	387	1683
187	388	1677
188	389	1672
189	391	1667
190	392	1661
191	393	1656
192	394	1651
193	396	1646
194	397	1641
195	398	1635
196	400	1630
197	401	1625
198	402	1620
199	403	1615
200	405	1610
201	406	1606
202	407	1601
203	408	1595
204	410	1591
205	411	1586
206	412	1581
207	414	1576
208	415	1571
209	416	1567
210	417	1562
211	419	1557
212	420	1553
213	421	1548
214	423	1544
215	424	1539
216	425	1535
217	426	1531
218	428	1526
219	429	1522
220	430	1517
221	431	1513
222	433	1509
223	434	1505
224	435	1501
225	437	1497
226	438	1493
227	440	1489
228	441	1486
229	442	1481
230	443	1477
231	445	1473
232	446	1470
233	448	1466
234	449	1462
235	450	1458
236	451	1455
237	453	1451
238	454	1447
239	456	1444
240	457	1440
241	458	1437
242	460	1434
243	461	1430
244	463	1427
245	464	1423
246	465	1420
247	467	1416
248	468	1413
249	469	1409
250	471	1405
251	472	1402
252	473	1398
253	475	1395
254	476	1391
255	477	1388
256	479	1385
257	480	1381
258	481	1378
259	483	1375
260	484	1372
261	485	1368
262	487	1365
263	488	1362
264	490	1359
265	491	1356
266	492	1353
267	494	1350
268	495	1347
269	496	1343
270	498	1340
271	499	1337
272	500	1333
273	502	1331
274	503	1328
275	505	1325
276	506	1322
277	507	1319
278	509	1316
279	510	1313
280	512	1310
281	513	1307
282	514	1304
283	516	1300
284	517	1297
285	518	1294
286	519	1291
287	521	1288
288	522	1285
289	523	1282
290	525	1279
291	526	1276
292	527	1273
293	529	1270
294	530	1267
295	531	1264
296	533	1261
297	534	1259
298	535	1256
299	537	1253
300	538	1250
301	539	1247
302	541	1245
303	542	1242
304	543	1239
305	545	1236
306	546	1233
307	547	1231
308	549	1228
309	550	1225
310	551	1222
311	553	1219
312	554	1217
313	555	1214
314	557	1211
315	558	1208
316	559	1206
317	561	1204
318	562	1201
319	564	1198
320	565	1196
321	566	1193
322	568	1190
323	569	1188
324	570	1185
325	572	1183
326	573	1180
327	574	1177
328	576	1175
329	577	1172
330	579	1170
331	580	1167
332	581	1165
333	583	1162
334	584	1159
335	585	1157
336	586	1154
337	588	1152
338	589	1149
339	590	1147
340	592	1144
341	593	1142
342	595	1139
343	596	1137
344	597	1134
345	598	1131
346	600	1129
347	601	1127
348	602	1124
349	604	1121
350	605	1119
351	606	1116
352	608	1114
353	609	1111
354	610	1109
355	611	1106
356	613	1104
357	614	1102
358	615	1099
359	617	1096
360	618	1094
361	619	1092
362	621	1089
363	622	1087
364	623	1085
365	624	1082
366	626	1080
367	627	1077
368	629	1075
369	630	1073
370	631	1071
371	633	1068
372	634	1066
373	635	1064
374	637	1061
375	638	1059
376	639	1057
377	641	1055
378	642	1052
379	643	1050
380	645	1048
381	647	1047
382	648	1045
383	650	1042
384	651	1040
385	653	1038
386	654	1036
387	655	1034
388	657	1032
389	658	1030
390	660	1028
391	661	1025
392	662	1023
393	663	1021
394	665	1018
395	666	1016
396	667	1014
397	669	1012
398	670	1010
399	672	1008
400	673	1005
401	674	1003
402	676	1001
403	677	999
404	678	997
405	680	994
406	681	992
407	682	990
408	684	988
409	685	986
410	686	984
411	688	982
412	689	979
413	690	977
414	691	975
415	693	973
416	694	970
417	695	968
418	697	966
419	698	964
420	699	962
421	701	960
422	702	958
423	704	956
424	705	954
425	707	952
426	708	950
427	709	948
428	711	947
429	712	945
430	714	943
431	715	941
432	717	939
433	718	937
434	720	935
435	721	933
436	723	931
437	724	929
438	725	927
439	727	925
440	728	923
441	730	921
442	731	919
443	733	918
444	734	916
445	736	914
446	737	912
447	738	910
448	740	908
449	741	906
450	743	904
451	744	902
452	745	900
453	747	898
454	748	896
455	750	895
456	751	893
457	753	891
458	754	889
459	756	887
460	757	885
461	759	884
462	760	882
463	762	880
464	763	878
465	764	876
466	766	874
467	767	872
468	768	870
469	770	868
470	771	866
471	773	864
472	774	862
473	775	860
474	777	858
475	778	856
476	779	855
477	781	853
478	782	851
479	784	849
480	785	847
481	786	845
482	788	843
483	789	841
484	790	839
485	791	837
486	793	835
487	794	833
488	795	831
489	797	829
490	798	827
491	799	825
492	801	823
493	802	821
494	803	819
495	804	817
496	806	815
497	807	814
498	808	812
499	810	810
500	811	808
501	812	806
502	814	804
503	815	802
504	816	800
505	818	798
506	819	796
507	820	794
508	822	792
509	823	791
510	824	789
511	826	787
512	827	785
513	828	783
514	830	781
515	831	780
516	832	778
517	834	776
518	835	774
519	837	772
520	838	771
521	840	769
522	841	767
523	842	765
524	844	763
525	845	761
526	846	759
527	848	758
528	849	756
529	850	754
530	851	752
531	853	750
532	854	748
533	855	746
534	857	744
535	858	743
536	859	741
537	861	739
538	862	737
539	863	735
540	865	734
541	866	732
542	867	730
543	869	728
544	870	726
545	871	724
546	873	723
547	874	721
548	875	719
549	876	717
550	878	715
551	879	713
552	880	712
553	882	710
554	883	708
555	885	706
556	886	704
557	887	702
558	888	701
559	890	699
560	891	697
561	892	695
562	894	694
563	895	692
564	897	690
565	898	688
566	899	687
567	900	685
568	902	683
569	903	681
570	904	679
571	906	678
572	907	676
573	909	674
574	910	672
575	911	671
576	913	669
577	914	667
578	915	665
579	917	664
580	918	662
581	919	660
582	921	658
583	922	657
584	923	655
585	925	653
586	926	652
587	927	650
588	929	648
589	930	646
590	931	644
591	933	643
592	934	641
593	935	639
594	937	637
595	938	636
596	939	634
597	941	632
598	942	630
599	943	629
600	944	627
601	946	625
602	947	623
603	948	622
604	950	620
605	951	618
606	952	617
607	954	615
608	955	613
609	956	611
610	958	610
611	959	608
612	960	606
613	962	604
614	963	603
615	964	601
616	966	599
617	967	597
618	968	596
619	970	594
620	971	592
621	972	591
622	973	589
623	974	587
624	976	585
625	977	583
626	978	582
627	979	580
628	980	578
629	982	576
630	983	575
631	985	573
632	986	571
633	987	570
634	989	568
635	990	566
636	991	565
637	993	563
638	994	561
639	995	560
640	996	558
641	998	556
642	999	555
643	1001	553
644	1002	551
645	1004	550
646	1005	548
647	1006	546
648	1007	545
649	1009	543
650	1010	541
651	1011	540
652	1013	538
653	1014	536
654	1016	535
655	1017	533
656	1018	531
657	1020	530
658	1021	528
659	1022	526
660	1023	525
661	1025	523
662	1026	521
663	1028	520
664	1029	518
665	1030	516
666	1031	515
667	1033	513
668	1034	511
669	1035	510
670	1036	508
671	1038	506
672	1039	505
673	1040	503
674	1042	501
675	1043	500
676	1045	498
677	1046	497
678	1048	495
679	1049	493
680	1050	492
681	1052	490
682	1053	488
683	1054	487
684	1056	485
685	1057	484
686	1058	482
687	1060	480
688	1061	479
689	1063	477
690	1064	475
691	1065	474
692	1066	472
693	1068	470
694	1069	469
695	1070	467
696	1072	466
697	1073	464
698	1074	462
699	1076	461
700	1077	459
701	1079	458
702	1080	456
703	1081	454
704	1083	453
705	1084	451
706	1086	450
707	1087	448
708	1089	446
709	1090	445
710	1092	443
711	1093	442
712	1094	440
713	1096	439
714	1097	437
715	1098	435
716	1100	434
717	1101	432
718	1102	431
719	1104	429
720	1105	427
721	1107	426
722	1108	424
723	1109	423
724	1111	421
725	1112	419
726	1114	418
727	1115	416
728	1116	415
729	1118	413
730	1119	411
731	1120	410
732	1122	408
733	1123	407
734	1125	405
735	1126	404
736	1127	402
737	1129	400
738	1130	399
739	1131	397
740	1133	396
741	1134	394
742	1135	392
743	1137	391
744	1138	389
745	1140	388
746	1141	386
747	1142	384
748	1144	383
749	1145	381
750	1146	380
751	1148	378
752	1149	377
753	1150	375
754	1152	373
755	1153	372
756	1154	370
757	1156	369
758	1157	367
759	1158	365
760	1160	364
761	1161	362
762	1162	361
763	1164	359
764	1165	358
765	1167	356
766	1168	354
767	1170	353
768	1171	351
769	1172	350
770	1174	348
771	1175	347
772	1176	345
773	1178	344
774	1179	342
775	1180	340
776	1182	339
777	1183	337
778	1184	336
779	1186	334
780	1187	333
781	1189	331
782	1190	330
783	1192	328
784	1193	326
785	1195	325
786	1196	323
787	1197	322
788	1199	320
789	1200	319
790	1202	317
791	1203	316
792	1205	314
793	1206	313
794	1207	311
795	1209	309
796	1210	308
797	1211	306
798	1213	305
799	1214	303
800	1215	302
801	1217	300
802	1218	299
803	1220	297
804	1221	295
805	1222	294
806	1224	292
807	1225	291
808	1227	289
809	1228	288
810	1229	286
811	1230	285
812	1232	283
813	1233	281
814	1235	280
815	1236	278
816	1237	277
817	1239	275
818	1240	274
819	1241	272
820	1243	271
821	1244	269
822	1245	267
823	1247	266
824	1248	264
825	1250	263
826	1251	261
827	1252	260
828	1254	258
829	1255	257
830	1256	255
831	1258	254
832	1259	252
833	1261	251
834	1262	249
835	1264	247
836	1265	246
837	1266	244
838	1268	243
839	1269	241
840	1270	240
841	1272	238
842	1273	237
843	1275	235
844	1276	234
845	1277	232
846	1278	231
847	1280	229
848	1281	227
849	1283	226
850	1284	224
851	1285	223
852	1286	221
853	1288	220
854	1289	218
855	1290	217
856	1292	215
857	1293	214
858	1294	212
859	1296	210
860	1297	209
861	1298	207
862	1300	206
863	1301	204
864	1303	203
865	1304	201
866	1305	200
867	1307	198
868	1308	197
869	1309	195
870	1311	194
871	1312	192
872	1313	191
873	1315	189
874	1316	188
875	1318	186
876	1319	185
877	1320	183
878	1322	182
879	1323	180
880	1324	178
881	1326	177
882	1327	175
883	1329	174
884	1330	172
885	1331	171
886	1333	169
887	1334	168
888	1335	166
889	1336	165
890	1338	163
891	1339	162
892	1340	160
893	1342	159
894	1343	157
895	1344	156
896	1346	154
897	1347	153
898	1348	151
899	1350	150
900	1351	148
901	1353	147
902	1354	145
903	1355	143
904	1356	142
905	1358	140
906	1359	139
907	1361	137
908	1362	136
909	1363	134
910	1365	133
911	1366	131
912	1367	130
913	1369	128
914	1370	127
915	1371	125
916	1373	124
917	1374	122
918	1375	121
919	1377	119
920	1378	118
921	1379	116
922	1380	115
923	1382	113
924	1383	112
925	1384	110
926	1386	109
927	1387	107
928	1388	106
929	1390	104
930	1391	103
931	1392	101
932	1394	100
933	1395	98
934	1397	97
935	1398	95
936	1399	94
937	1401	92
938	1402	91
939	1403	89
940	1405	88
941	1406	86
942	1407	85
943	1409	83
944	1410	82
945	1411	80
946	1413	79
947	1414	77
948	1415	76
949	1417	74
950	1418	73
951	1419	71
952	1421	70
953	1422	68
954	1424	67
955	1425	65
956	1426	64
957	1427	62
958	1429	61
959	1430	59
960	1431	58
961	1432	56
962	1434	55
963	1435	53
964	1436	52
965	1438	50
966	1439	49
967	1441	47
968	1442	46
969	1443	44
970	1445	43
971	1446	41
972	1447	40
973	1449	38
974	1450	37
975	1451	35
976	1452	34
977	1454	32
978	1455	31
979	1456	29
980	1458	28
981	1459	26
982	1461	25
983	1462	23
984	1463	22
985	1464	20
986	1466	19
987	1467	17
988	1469	16
989	1470	14
990	1471	13
991	1473	11
992	1474	10
993	1475	8
994	1477	7
995	1478	5
996	1479	4
997	1481	2
998	1482	1
999	1483	0
